pays,code_iso3,volaille_kcal_hab_jour,population_milliers,pib_par_habitant_ppp,pct_pop_ne_peut_manger_sain,imports_alim_pct_imports_totaux,densite_population_hab_km2,pct_population_urbaine,lpi_efficacite_douane,croissance_pib_pct,marche_volaille,taux_dependance_import,prix_moyen_import,part_bio_agriculture,indice_stabilite_globale,part_volaille_viande,distance_france_km,volaille_import_valeur_usd_hab
Liberia,LBR,48.19,4848.92,1661,66.5,26.5597866091246,50.3418293189369,51.7957569553849,1.9878619999999998,2.45515592012239,233669.4548,100.0,745.7332587232141,0.0,41.066583179999995,2.284969179706022,4888.4208908818755,7.714750913605504
Chile,CHL,147.96,18558.87,27893,48.1,10.0681966585274,25.002288872834,87.8000295757281,3.230238,1.35769537343957,2745970.4052,100.0,1532.16493894387,0.0016027637629190215,72.88360254,1.633473172885847,11646.7410218284,12.4223328252205
Finland,FIN,72.06,5508.4,55637,1.0,8.02892706486384,18.1238944459068,71.9563038312956,3.912682,3.30337003591039,396935.304,100.0,3683.129429164094,0.1139647577092511,89.27561188,0.9472853950308927,1908.5278445017514,15.127409047999421
Pakistan,PAK,21.65,223273.97,5032,58.6,11.8099304337959,289.635179275633,36.4351548223399,2.39081,4.43262590683975,4833881.450499999,1.796830601092896,2800.846316265087,0.0013863740777774775,37.3066048,1.1987818383167221,5919.100073933144,0.028874033099335315
Tunisia,TUN,60.04,11650.5,12954,7.7,11.0509034625033,74.9903321318229,68.2877807617188,2.1719445,2.25261437620587,699496.02,1.9234883720930234,2662.773546125015,0.031458805899680795,52.159015239999995,2.1066666666666665,1768.0422370132856,0.09451869018497061
Austria,AUT,67.55,8798.78,62612,2.5,7.73519476606866,106.61131846825,67.9051196052802,3.750437,2.27224992038207,594357.589,100.0,3220.2634522102935,0.23380370825202854,81.7558566,0.7932127759511508,1033.3947362832066,49.35826216816422
Congo,COG,74.53,5351.01,7373,74.3,13.8256465553812,15.6691390922401,63.3544545340423,2.135,-5.59477371915547,398810.77530000004,100.0,1144.1641064339242,0.0,36.27214514,1.9373537821679232,6038.613060847545,22.169496973468558
Trinidad and Tobago,TTO,219.31,1445.26,34154,31.5,13.9739407606226,264.450877192982,53.9293186833833,2.3988585000000002,-4.87274946918724,316959.9706,100.0,1079.989549129827,0.0,55.88359596,3.0672727272727274,7217.726635722058,14.615107316330626
Ethiopia,ETH,2.33,109666.48,2223,62.2,12.3849513836437,97.1744352590326,20.3084850311279,2.598943,9.56418965754014,255522.8984,4.30125,1834.3181891568988,0.004960029408552454,40.3234729,0.36180124223602483,5575.217304192451,0.00517997842184777
Panama,PAN,127.12,4098.71,31980,42.9,10.1579092905861,55.298259579061,65.6577712475758,3.0016665,5.74405946988693,521028.0152,97.33575757575757,1914.0401235336606,0.006899682251475261,56.54641312,1.9517887302318442,8665.079757979971,8.999978041871712
Hungary,HUN,98.19,9785.6,33829,32.0,5.79716816907068,106.582905982906,70.4542541503906,3.183379,4.12418389451805,960848.064,100.0,1755.6129899222449,0.037657929473882704,63.90441332,1.2067100897136536,1247.1168416223493,12.709993255395684
Sweden,SWE,63.68,10057.86,59884,3.5,10.7018295995473,24.6929419766692,87.237373786911,3.982754,1.88282184966646,640484.5248,100.0,3243.5838912979098,0.1916071422641522,86.14033222,0.8697077301283802,1543.340438949149,31.099185114925042
Bangladesh,BGD,6.39,162186.15,6006,65.7,18.9346180073446,1245.95641852962,30.2015798381799,2.433606,6.59024999794057,1036369.4984999999,1.6934538152610443,1313.5390234069296,0.0008772951445087964,38.788690200000005,1.482598607888631,7904.437447502545,0.0034150881564177955
United Arab Emirates,ARE,101.84,9234.33,68872,3.2,6.99707888598958,129.867994931005,84.686675718659,3.7325255,-1.06137661464977,940424.1672,100.0,1734.0237072132552,0.012245961438249088,72.38286396000001,2.3400735294117645,5239.098689794071,89.75598879398939
Jamaica,JAM,200.37,2815.76,9964,19.0,16.7257266674854,259.996675900277,55.9152267548307,2.3930730000000002,2.29303371291363,564193.8312,100.0,804.1395133438466,0.0008872901678657074,57.03441498000001,3.2375181774115367,7728.020774414077,9.435079694292126
Nicaragua,NIC,82.56,6316.23,7391,25.3,14.0179599199643,52.4865464517201,58.1892567408822,2.480624,4.63120757580209,521467.94879999995,48.00104895104895,1620.1539884763592,0.006612871481991734,43.677366379999995,2.6495507060333763,8894.216385102442,1.7606990245763692
Romania,ROU,89.58,19689.4,32849,52.4,9.27170252030188,85.1387126216968,53.3648643239046,2.79,8.19547826641261,1763776.452,100.0,1391.026321743025,0.019322768724772014,57.87506929999999,1.3220188902007082,1869.8829308431575,11.323247026318729
Sierra Leone,SLE,15.17,7379.3,2756,61.3,32.5675100405142,102.234677195899,41.7106682105058,1.8645455000000002,3.20786087715987,111943.981,100.0,1068.8187381929922,0.02562167637376551,42.72853108,1.8545232273838632,4721.250111523315,2.207347580393804
