pays,code_iso3,volaille_kcal_hab_jour,population_milliers,pib_par_habitant_ppp,pct_pop_ne_peut_manger_sain,imports_alim_pct_imports_totaux,densite_population_hab_km2,pct_population_urbaine,lpi_efficacite_douane,croissance_pib_pct,marche_volaille,taux_dependance_import,prix_moyen_import,part_bio_agriculture,indice_stabilite_globale,part_volaille_viande,distance_france_km,volaille_import_valeur_usd_hab
Thailand,THA,-0.4301784121468462,0.09248782982874078,-0.18270588825198775,-0.39879502368222475,-1.0897566231772924,-0.01376668007194339,-0.5416771545110295,0.6748193261073577,0.1112420753945612,0.026179998017084184,-1.6031856237947102,1.0265349011285716,-0.4896865879382993,-0.3363300345612088,0.41877243700138106,1.064033664194972,-0.6067654224296309
Gabon,GAB,1.1426303637983208,-0.2961496745812447,-0.20579790560176284,-0.058246181497297225,0.09370724258955535,-0.6583792449108398,1.4092589647296863,-1.3005641103983239,-1.2890799989045427,-0.2975666120670959,0.742048986230273,-0.5585724661743583,-0.5736912404255482,-0.837470792949725,0.7306354495590927,-0.013970542524524504,1.4646704134836759
Russian Federation,RUS,0.837930271352352,0.5150496305014516,0.48027921098320636,-1.152594146271334,-0.4281947688226482,-0.6559120265236318,0.6959424433442838,-0.9469203981798721,-0.7776567561407393,1.4294560659645428,-0.42900639722245515,-0.2858898063991697,-0.5095799294406873,-0.7125853242733392,0.10859085638862176,-0.8057827917350264,-0.4894016481488498
Namibia,NAM,-0.568530677003759,-0.2941787005209025,-0.5548343904786046,0.9366156046609183,-0.08331744829769996,-0.6846030861266164,-0.6602751845718196,-0.17316225925288767,-1.8559645155464715,-0.3166200100841373,0.742048986230273,-0.5340166215122811,-0.573664149762026,0.33784677946526914,-0.14899261749287554,0.6968082137543831,0.056519035075309094
Fiji,FJI,1.2076523159503947,-0.3031230759902236,-0.48277358680082777,0.4659694519783778,0.6059366884868602,-0.4519852061967761,-0.2223420410151214,-0.6656551355703831,0.5555924845239111,-0.3142097152517154,0.5724861025189115,-0.17894541309701206,0.5372891107238947,0.00926628553686229,1.5796580184171602,2.9829133547855475,-0.3135561089211333
Guinea-Bissau,GNB,-1.0746182045874015,-0.29772572164884176,-0.9444854067980935,1.1700254852595764,4.477437352291122,-0.3709169123517726,-0.8465889531025378,-0.9219384812960154,0.294925512255408,-0.32454447734156594,0.742048986230273,-0.5556828665860174,-0.5517339496500028,-1.5306198031313658,-0.9026378986448373,-0.2821360852200188,-0.4830043371080772
Uganda,UGA,-1.21188677024178,-0.08201222765596321,-0.9346316702666496,1.5756229826933106,0.11629305026725241,0.2869795479436626,-1.6609954719039681,0.0837996957445136,-0.2841984850942097,-0.3022833952478714,-1.5363981224825258,-0.47239129158618304,-0.1910532256958199,-0.7646298262750693,-1.2312671187639181,0.17173427553398163,-0.6118500016378442
Kenya,KEN,-1.175402230423116,-0.031208012784038352,-0.8359657779539742,1.3804770169468912,0.6722266023603481,-0.2783092477944531,-1.4096122809083786,0.2945457733069816,-0.01715641587176884,-0.28672272482440925,-1.5915812942079728,0.48999799529293675,-0.44124829722002884,-0.7559325854576558,-1.3149133593993712,0.26844790453377726,-0.6117316618239943
Brazil,BRA,1.9561272318342682,0.8446247105075294,-0.2842422168586055,-0.2342601898175968,-1.0926473003439787,-0.5790029549338931,1.2717712250684068,-0.286364273200347,-0.9677361026361758,3.405328611937812,-1.6267276343913322,0.2943481286533282,-0.4727570336271397,-0.39944171689407326,0.4309423203171528,0.8165913295310118,-0.6102095864152501
Colombia,COL,1.00247193360385,-0.03721578052350535,-0.3159027007574623,-0.058246181497297225,-0.2060595079196274,-0.4859942376541765,0.8315561940165864,-0.5977692398525802,-0.9539439960942351,0.29524391348878204,-0.3575042067889033,-0.6327331084325498,-0.558410932542283,-0.39724990539692295,0.9373247903284265,0.8460754542296782,-0.5264848837802308
