YEAR_PATH_STARTED,REGION,AGE_GROUP,GENDER,NB_ETUDIANTS,NB_ETUDIANTS_UNIQUES,TAUX_CHOMAGE_T3_2025,TAUX_CHOMAGE_T3_2024
2025,Provence-Alpes-Côte d'Azur,30-34 ans,M,14,14,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,35-39 ans,F,2,2,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,35-39 ans,M,11,11,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,2,2,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,40-44 ans,F,5,5,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,40-44 ans,M,5,5,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,45-49 ans,F,2,2,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,45-49 ans,M,5,5,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,1,1,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,50-54 ans,F,2,2,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,50-54 ans,M,3,3,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,55-59 ans,F,1,1,8.2,7.8
2025,Provence-Alpes-Côte d'Azur,55-59 ans,M,1,1,8.2,7.8
2025,Île-de-France,20-24 ans,F,6,6,7.6,7.0
2025,Île-de-France,20-24 ans,M,27,27,7.6,7.0
2025,Île-de-France,25-29 ans,F,34,34,7.6,7.0
2025,Île-de-France,25-29 ans,M,51,51,7.6,7.0
2025,Île-de-France,25-29 ans,Non renseigné,8,8,7.6,7.0
2025,Île-de-France,30-34 ans,F,33,33,7.6,7.0
2025,Île-de-France,30-34 ans,M,50,50,7.6,7.0
2025,Île-de-France,30-34 ans,Non renseigné,7,7,7.6,7.0
2025,Île-de-France,35-39 ans,F,35,35,7.6,7.0
2025,Île-de-France,35-39 ans,M,38,38,7.6,7.0
2025,Île-de-France,35-39 ans,Non renseigné,8,8,7.6,7.0
2025,Île-de-France,40-44 ans,F,17,17,7.6,7.0
2025,Île-de-France,40-44 ans,M,14,14,7.6,7.0
2025,Île-de-France,40-44 ans,Non renseigné,1,1,7.6,7.0
2025,Île-de-France,45-49 ans,F,10,10,7.6,7.0
2025,Île-de-France,45-49 ans,M,20,20,7.6,7.0
2025,Île-de-France,45-49 ans,Non renseigné,3,3,7.6,7.0
2025,Île-de-France,50-54 ans,F,6,6,7.6,7.0
2025,Île-de-France,50-54 ans,M,10,10,7.6,7.0
2025,Île-de-France,50-54 ans,Non renseigné,4,4,7.6,7.0
2025,Île-de-France,55-59 ans,F,1,1,7.6,7.0
2025,Île-de-France,55-59 ans,M,5,5,7.6,7.0
2025,Île-de-France,60 ans ou plus,M,3,3,7.6,7.0
